energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,artist,track_name,popularity,success
0.453,0.106,130.199,0.522,0.106,3.78e-06,4,0.648,8,147336,-8.969,0.359,0,Mc Livinho,Se Prepara 2,70,0
0.258,0.0745,125.78,0.366,0.819,0.0,4,0.774,1,110000,-11.77,0.52,1,Magyn,wallpaper,34,0
0.187,0.166,107.469,0.0513,0.927,0.876,4,0.575,0,525613,-13.081,0.342,0,Oliver Nelson,Stolen Moments,52,0
0.74,0.112,135.993,0.0761,0.236,0.0,4,0.446,2,333529,-5.846,0.262,1,Kemuel,Cadeias Quebrar (Break Every Chain) / As Trevas Estremecem (Tremble),58,0
0.523,0.118,115.055,0.0507,0.495,0.0,4,0.835,0,144072,-5.612,0.257,1,Xang,Brisadão Na Dela,50,0
0.67,0.0957,152.484,0.0353,0.446,3.15e-06,4,0.473,8,625293,-7.756,0.808,1,Lee Morgan,The Sidewinder - Remastered 1999/Rudy Van Gelder Edition,47,0
0.652,0.226,163.879,0.11,0.00451,3.32e-05,4,0.726,1,180056,-7.764,0.803,0,Imran Khan,Satisfya,70,0
0.798,0.176,84.696,0.124,0.00033,0.692,4,0.32,10,209040,-7.078,0.74,0,Joy Division,Disorder - 2007 Remaster,62,0
0.618,0.109,119.922,0.212,0.509,0.0,4,0.59,6,180000,-8.854,0.388,1,Budah,Estar Com Você,31,0
0.649,0.127,124.96,0.133,0.056,0.0,4,0.752,5,176705,-7.779,0.32,1,Moody Kablawi,Where Do I Go,22,0
0.826,0.052,134.067,0.0528,0.182,0.0,4,0.682,8,168139,-4.854,0.688,0,Lexa,Provocar,61,0
0.657,0.107,112.598,0.0758,0.163,0.00625,4,0.612,6,204539,-3.523,0.586,0,Bad Boy Timz,MJ Remix - Remix,43,0
0.812,0.105,138.185,0.0377,0.0164,0.000763,4,0.699,0,276693,-6.005,0.662,1,Peter Bjorn and John,Young Folks,69,0
0.978,0.864,129.223,0.118,0.00359,0.0187,4,0.374,0,167400,-6.024,0.236,1,Dead Boys,All This and More,42,0
0.743,0.103,102.996,0.0505,0.419,9.77e-05,4,0.837,7,145049,-5.014,0.876,0,KiDi,Say Cheese,60,0
0.468,0.149,172.032,0.0284,0.165,1.19e-06,4,0.577,6,238143,-10.576,0.352,0,Nando Reis,Onde Você Mora?,59,0
0.955,0.368,106.016,0.0617,1.78e-05,0.00399,4,0.464,4,305813,-4.849,0.219,1,Soilwork,Death Diviner,58,0
0.815,0.134,92.956,0.194,0.0729,1.72e-06,4,0.623,4,167742,-5.888,0.33,0,Riz Ahmed,Any Day,47,0
0.528,0.105,100.037,0.181,0.000554,0.0101,4,0.899,9,111852,-5.442,0.456,1,Jason Derulo,Coño,82,0
0.499,0.0792,96.101,0.0979,0.612,0.0,4,0.755,5,231956,-9.082,0.424,0,3030,Lunar,57,0
0.613,0.0811,137.38,0.0375,0.146,0.00136,4,0.309,9,422333,-8.119,0.147,0,Gabriela Rocha,Lugar Secreto,0,0
0.746,0.969,144.119,0.0352,0.605,0.0,4,0.539,7,184784,-7.853,0.653,1,Dilsinho,Deixa pra Amanhã - Ao Vivo,71,0
0.703,0.935,84.44,0.0487,0.575,0.0,4,0.427,9,208512,-7.007,0.7,1,Bom Gosto,Balanço por Você - Ao Vivo,62,0
0.141,0.115,119.574,0.0338,0.698,1.7e-06,4,0.438,2,334507,-11.934,0.0889,1,Fernanda Brum,És Real Pra Mim,55,0
0.891,0.0519,88.936,0.139,0.00525,0.00379,4,0.403,1,189333,-8.907,0.427,0,Dead Boys,Sonic Reducer,51,0
0.781,0.0555,99.929,0.127,0.0355,0.0,4,0.757,3,194550,-5.23,0.69,0,F1rstman,Jee Karda,43,0
0.562,0.148,172.094,0.105,0.125,4.96e-06,4,0.805,7,184255,-3.117,0.767,0,Sech,Relación,88,0
0.182,0.129,112.89,0.0467,0.79,0.000368,4,0.495,10,355333,-11.116,0.203,0,Miles Davis,'Round Midnight,55,0
0.265,0.14,135.857,0.0312,0.901,0.0849,4,0.5,0,212307,-12.313,0.174,1,Henry Jamison,Tourism (feat. Fenne Lily),45,0
0.903,0.187,107.028,0.0786,9.07e-05,0.124,4,0.581,8,220881,-5.013,0.177,1,Korn,You'll Never Find Me,0,0
0.633,0.345,137.956,0.0315,0.408,0.0,4,0.457,3,314154,-6.056,0.224,1,Isaias Saad,Sua Presença - Ao Vivo,61,0
0.647,0.163,104.964,0.154,0.282,6.78e-06,4,0.881,7,209685,-6.251,0.722,1,Kida Kudz,Buga,44,0
0.384,0.307,139.993,0.257,0.529,3.74e-06,4,0.715,10,207707,-9.641,0.451,1,Maneva,Metamorfose Ambulante - Ao Vivo,51,0
0.822,0.175,104.489,0.251,0.39,0.0,4,0.617,7,149598,-4.543,0.606,0,Yes-R,Galini,37,0
0.687,0.109,76.014,0.106,0.229,0.0,4,0.58,6,240600,-5.4,0.187,1,Leon Bridges,Beyond,72,0
0.206,0.0869,68.681,0.034,0.691,0.00262,4,0.281,8,256701,-13.966,0.0799,1,Axel Flóvent,How Can I,45,0
0.731,0.111,125.044,0.0358,0.00426,0.558,4,0.803,2,143040,-8.023,0.351,0,Beowülf,Habanera,48,0
0.819,0.932,134.929,0.209,0.112,0.0114,4,0.843,9,193796,-2.75,0.544,1,Ventura,Rave Balança E Bafora,53,0
0.728,0.399,140.057,0.365,0.164,0.0,4,0.606,0,217714,-5.346,0.592,0,Jup do Bairro,ALL YOU NEED IS LOVE,44,0
0.946,0.344,178.743,0.096,0.0257,0.223,4,0.181,0,119827,-5.308,0.363,1,Misfits,Last Caress,57,0
0.647,0.185,65.316,0.172,0.339,0.0,3,0.479,0,175116,-6.544,0.374,0,Filipe Papi,Déjà Vu,40,0
0.48,0.271,149.919,0.0688,0.243,0.0,4,0.795,3,171375,-8.556,0.723,1,Jawsh 685,Savage Love (Laxed - Siren Beat),88,0
0.247,0.188,85.445,0.0545,0.888,0.0,4,0.558,2,204088,-10.607,0.669,0,Konai,Perfume,62,0
0.571,0.144,127.955,0.14,0.246,0.0,4,0.757,11,204141,-6.088,0.505,0,Duoroots,O Que Eu Posso Fazer,38,0
0.84,0.112,150.108,0.0785,0.42,0.0,4,0.722,10,187246,-3.24,0.851,0,MC Du Black,Gaiola É o Troco,72,0
0.849,0.194,94.99,0.0694,0.268,0.0,4,0.806,5,242526,-5.558,0.895,0,Filipe Ret,Eu Não Sou Tão Bom Assim,68,0
0.241,0.108,151.332,0.0308,0.844,0.000392,4,0.35,2,236451,-11.74,0.245,1,The Staves,Nothing's Gonna Happen (Demo),57,0
0.822,0.97,163.748,0.0467,0.449,0.0,4,0.694,7,160976,-5.478,0.911,0,Turma do Pagode,O Brasil Tem Que Te Ver (feat. MC Kevinho),66,0
0.607,0.093,129.967,0.0466,0.00504,0.000561,4,0.583,11,261120,-14.482,0.457,1,Fernandinho,Deus Não Está Morto,0,0
0.252,0.122,99.101,0.0311,0.893,0.000106,4,0.639,1,227280,-14.993,0.193,0,Beta Radio,Our Remains - Acoustic,51,0
0.693,0.104,114.956,0.0984,0.000655,0.0798,4,0.798,11,154435,-6.098,0.38,0,kenzie,EXHALE (feat. Sia),68,0
0.674,0.0984,110.64,0.116,0.0346,1.45e-06,3,0.519,8,187598,-5.38,0.882,0,Felp 22,Linda e Doida,60,0
0.413,0.12,144.162,0.0293,0.649,4.47e-06,3,0.439,2,181307,-6.755,0.464,1,Etta James,"Do Right Woman, Do Right Man",0,0
0.899,0.228,123.028,0.178,0.189,2.43e-05,4,0.704,6,148329,-5.61,0.576,0,Tiësto,Lose You,73,0
0.539,0.159,106.058,0.0678,0.574,0.0,4,0.711,5,226209,-9.462,0.441,0,7Segundos,Sua Falta,15,0
0.842,0.972,139.92,0.0802,0.533,0.0,4,0.64,4,183649,-6.282,0.905,0,Dilsinho,Apaixonadin (feat. Thiaguinho) - Ao Vivo,65,0
0.57,0.0987,139.996,0.139,0.39,0.0,4,0.813,1,203546,-7.709,0.215,1,Hungria Hip Hop,Um Pedido,69,0
0.671,0.122,127.359,0.0407,0.794,0.00441,4,0.742,5,438280,-8.142,0.591,0,Horace Silver,Song For My Father,57,0
0.594,0.261,150.846,0.0345,0.147,0.0,3,0.26,9,518880,-6.845,0.2,1,Gabriel Guedes de Almeida,Ele Vem - Ao Vivo,61,0
0.452,0.0959,87.796,0.121,0.756,0.0,4,0.58,6,179032,-7.148,0.219,0,Davi Sabbag,Só Mais Uma,40,0
0.874,0.473,169.954,0.0615,0.459,4.21e-06,4,0.595,7,452096,-6.244,0.637,1,Grupo Menos É Mais,Fatalmente / Separação / Temporal (Ao Vivo),69,0
0.744,0.821,152.076,0.0408,0.581,0.0,4,0.561,4,203289,-6.403,0.638,1,Turma do Pagode,Muito Cedo,69,0
0.593,0.352,92.82,0.0597,0.468,2.19e-05,4,0.686,0,159707,-10.078,0.946,1,Clarence Carter,Part Time Love,50,0
0.351,0.124,105.016,0.19,0.737,9.35e-05,4,0.739,10,141881,-9.201,0.375,0,Lucas Muto,Meu Vício,45,0
0.878,0.218,137.114,0.0403,0.000471,2.19e-06,4,0.559,1,211045,-4.341,0.597,0,Within Temptation,Entertain You,59,0
0.662,0.109,100.917,0.0726,0.127,0.00211,4,0.792,6,182640,-7.73,0.648,0,E Kelly,Oreke,57,0
0.779,0.102,140.007,0.0464,0.162,6.29e-05,4,0.467,10,269613,-5.471,0.623,1,Rayland Baxter,Hey Larocco,23,0
0.466,0.135,95.012,0.0432,0.179,0.0,4,0.797,2,230056,-11.091,0.679,0,Muamba,Juanna,38,0
0.532,0.134,133.847,0.0313,0.233,0.000694,4,0.448,5,293246,-6.638,0.201,1,Milton Nascimento,Dez Anjos,45,0
0.958,0.299,145.92,0.0775,0.000479,0.199,4,0.467,4,180880,-4.808,0.701,0,Supergrass,Alright,73,0
0.466,0.152,141.975,0.0407,0.284,0.00506,4,0.822,2,188416,-8.432,0.595,1,Silva,Um Pôr do Sol Na Praia,62,0
0.778,0.0803,196.052,0.0581,0.266,0.307,4,0.666,5,158015,-3.835,0.873,0,Reefer Tym,Carry Go,50,0
0.758,0.0268,112.017,0.0541,0.00679,0.0403,4,0.855,5,364375,-7.443,0.357,0,Major League Djz,Le Plane E’Landile,35,0
0.46,0.0965,141.949,0.0421,0.576,0.000918,4,0.698,0,267120,-10.089,0.438,1,"Francisco, el Hombre",Cai,43,0
0.576,0.0909,114.963,0.029,0.201,1.44e-06,4,0.49,9,225867,-5.648,0.449,1,The Dead Tongues,Won't Be Long,0,0
0.512,0.0768,92.046,0.17,0.218,0.0262,4,0.811,2,161188,-6.381,0.346,1,Selena Gomez,Boyfriend,76,0
0.918,0.0971,148.114,0.0746,0.00119,0.0,4,0.355,1,222200,-4.36,0.24,1,The Killers,Mr. Brightside,70,0
0.93,0.336,87.554,0.245,0.214,0.0,4,0.854,2,133029,-2.022,0.725,1,MC Senna,Já Te Amei (170 Bpm) - Remix,64,0
0.694,0.0439,126.981,0.0337,0.0111,0.146,4,0.686,9,220157,-9.108,0.583,0,Lucas & The Woods,Vampiro (Pyura Remix),21,0
0.811,0.111,165.376,0.0583,0.0128,0.538,4,0.297,7,297733,-10.267,0.722,1,DEVO,Gut Feeling / (Slap Your Mammy),52,0
0.114,0.106,132.781,0.0438,0.969,0.0243,4,0.748,6,193136,-15.372,0.357,0,Lucas Santtana,Meu Primeiro Amor,49,0
0.453,0.113,137.897,0.0256,0.579,0.0197,4,0.54,5,260832,-7.336,0.571,1,Bonny Light Horseman,The Roving,47,0
0.514,0.113,86.025,0.0267,0.362,2.22e-05,4,0.57,10,222987,-10.11,0.326,1,Skank,Simplesmente,58,0
0.718,0.105,166.049,0.0381,0.57,0.000353,4,0.609,0,345835,-6.595,0.804,1,Grupo Menos É Mais,Só De Olhar/40 Graus De Amor / Luz Das Estrelas,57,0
0.642,0.113,142.063,0.0314,0.209,0.0,4,0.49,1,283360,-6.709,0.276,0,Isadora Pompeo,Como Nunca Antes,0,0
0.748,0.161,100.034,0.101,0.214,2.11e-05,4,0.616,0,158400,-6.711,0.338,1,End of the World,Over (feat. Gabrielle Aplin) [R3HAB Remix],60,0
0.551,0.352,95.033,0.2,0.609,0.000645,4,0.841,1,160784,-8.85,0.822,0,Mc Anônimo,Pagou De Superada,67,0
0.995,0.135,136.306,0.082,1.72e-05,0.0445,4,0.472,1,230098,-3.317,0.0668,0,The Acacia Strain,Chhinnamasta,50,0
0.959,0.178,97.974,0.0612,3.16e-05,0.00678,4,0.445,7,284715,-5.875,0.365,1,Kreator,666 - World Divided,52,0
0.389,0.103,128.099,0.34,0.305,1.04e-05,4,0.842,9,232514,-10.954,0.353,1,A Banca Records,Outro Dia,0,0
0.816,0.808,163.941,0.0374,0.4,0.0,4,0.571,8,183759,-6.011,0.942,0,Turma do Pagode,Sua Mãe Vai Me Amar,66,0
0.741,0.145,170.008,0.05,0.015,1.15e-06,4,0.442,1,287067,-5.523,0.401,1,Vickeblanka,ミラージュ,43,0
0.583,0.375,152.027,0.0329,0.464,0.00539,4,0.642,1,201937,-8.047,0.362,1,Saint Sister,Dynamite,53,0
0.391,0.111,142.413,0.0269,0.658,0.0617,4,0.468,2,550493,-13.196,0.342,0,Keith Jarrett,Questar,52,0
0.394,0.0926,130.022,0.0996,0.36,0.0,4,0.847,5,209255,-8.144,0.644,0,PrimaSol,"Enrolando, Enrolando",45,0
0.58,0.121,175.949,0.0776,0.552,0.0,4,0.701,4,196378,-6.56,0.716,0,Crod,Perto de Mim,40,0
0.904,0.292,113.138,0.0613,0.0109,0.000371,4,0.327,11,277000,-3.3,0.439,0,Babyshambles,Fuck Forever,49,0
0.813,0.467,97.888,0.0743,0.605,0.0,4,0.477,10,342622,-5.919,0.75,1,Pixote,Nem de Graça / Saudade Arregaça - Ao Vivo,66,0
0.522,0.188,107.032,0.0268,0.142,0.000769,4,0.445,7,207974,-9.71,0.224,1,Jota Quest,Tele-Fome - Ao Vivo,45,0
0.87,0.0512,188.853,0.126,0.0183,0.0,4,0.499,0,137400,-4.431,0.893,1,Ramones,Rock 'N' Roll High School - Remastered,0,0
0.671,0.0736,83.944,0.297,0.219,0.0,4,0.814,0,385357,-6.813,0.593,1,Salvador Da Rima,Vergonha pra Midia,71,0
0.572,0.599,165.955,0.0332,0.75,0.0,4,0.513,7,198254,-10.706,0.666,1,Turma do Pagode,A Pessoa Certa - Ao Vivo,61,0
0.947,0.0532,164.943,0.26,0.218,0.383,4,0.649,7,228258,-4.087,0.579,1,Anirudh Ravichander,"Vaathi Coming (From ""Master"")",58,0
0.48,0.109,114.959,0.0474,0.168,0.0,4,0.662,10,183214,-10.411,0.187,0,Baco Exu do Blues,Ela É Gostosa Pra Caralho,60,0
0.536,0.231,130.024,0.136,0.795,0.0,4,0.741,1,165089,-8.417,0.753,0,Sest,Sei Lá,33,0
0.728,0.144,83.323,0.331,0.336,0.0,4,0.609,11,286759,-6.649,0.558,0,舐達麻,BUDS MONTAGE,38,0
0.786,0.0539,95.002,0.0495,0.0727,5.92e-06,4,0.858,1,218915,-4.359,0.511,0,Anirudh Ravichander,"Jigidi Killaadi (From ""Pattas"")",52,0
0.524,0.0273,159.389,0.0339,0.0575,0.252,4,0.407,10,173681,-11.182,0.273,1,Scalene,Percevejo,35,0
0.866,0.0462,162.397,0.0647,0.0034,0.00946,4,0.446,11,208360,-6.282,0.819,0,Blondie,One Way Or Another,49,0
0.56,0.101,134.057,0.0485,0.296,0.0,4,0.806,7,175973,-9.356,0.72,1,Lagum,Oi,67,0
0.619,0.119,134.093,0.0306,0.0681,2.07e-06,4,0.512,10,336716,-6.221,0.211,1,LUDI,Seu Amor,60,0
0.931,0.236,104.018,0.0645,0.0239,0.00112,4,0.786,10,140069,-3.652,0.7,1,J Rythm,Level Up,37,0
0.849,0.403,101.025,0.1,0.0133,0.000116,4,0.703,4,271801,-8.44,0.355,0,Madd,DBMH,39,0
0.7,0.57,78.002,0.031,0.0202,2.63e-06,4,0.464,2,200360,-4.007,0.58,1,Cold War Kids,First,0,0
0.614,0.0684,94.649,0.119,0.135,0.0,4,0.633,0,186947,-6.796,0.643,1,Korede Bello,Table For Two,18,0
0.756,0.95,153.996,0.235,0.445,0.0,4,0.543,11,193670,-3.755,0.566,0,Felipe Araújo,Mentira - Ao Vivo,78,0
0.715,0.091,176.007,0.207,0.3,4.83e-06,4,0.815,4,345241,-4.65,0.786,0,Nio Garcia,La Jeepeta - Remix,93,0
0.874,0.577,154.024,0.109,0.286,0.0,4,0.68,0,154093,-3.911,0.916,0,Marcos & Belutti,Certo e Duvidoso (feat. Gaab) - Ao Vivo,73,0
0.611,0.187,126.0,0.0542,0.112,0.000606,4,0.766,11,161190,-9.251,0.128,1,R3HAB,Creep,72,0
0.874,0.206,121.61,0.0321,0.000436,1.02e-05,4,0.55,4,240213,-4.046,0.318,1,Muse,Starlight,72,0
0.54,0.127,82.156,0.0255,0.192,0.0,4,0.586,0,252302,-5.761,0.162,1,The Head and the Heart,People Need A Melody,53,0
0.506,0.0771,120.065,0.0387,0.47,0.0,4,0.759,0,179819,-8.877,0.587,1,Lucas e Orelha,Até O Amanhecer,48,0
0.711,0.9,145.844,0.052,0.594,0.0,4,0.598,1,215555,-6.408,0.607,1,Tá Na Mente,Dorme Com Deus - Ao Vivo,57,0
0.802,0.101,134.726,0.0658,0.745,0.529,4,0.619,7,192981,-8.926,0.414,1,This Is The Kit,This Is What You Did,49,0
0.527,0.211,113.018,0.049,0.00456,0.0,4,0.741,11,147952,-5.474,0.655,1,Lucky Kilimanjaro,エモめの夏,52,0
0.62,0.0752,175.891,0.0294,0.447,0.206,4,0.622,0,301960,-4.711,0.524,1,Spoon,Inside Out,42,0
0.509,0.799,142.952,0.154,0.429,0.0,4,0.693,4,211698,-9.343,0.554,1,Thiaguinho,Deixa Tudo Como Tá - Ao Vivo,65,0
0.818,0.205,139.925,0.0771,0.0584,0.0,4,0.59,9,201445,-2.988,0.664,0,TOMORROW X TOGETHER,Can't You See Me?,74,0
0.335,0.0849,132.682,0.0451,0.579,0.0128,4,0.803,8,330440,-13.331,0.786,1,Kenny Burrell,Chitlins Con Carne,52,0
0.91,0.101,127.085,0.0936,0.0111,0.000547,4,0.968,8,122293,-0.241,0.725,1,Shou,Bass da da Da,59,0
0.834,0.0448,82.484,0.315,0.0439,1.05e-05,4,0.555,7,280000,-6.084,0.709,1,Keerthana Sharma,Dimaak Kharaab,45,0
0.838,0.433,124.953,0.0312,0.341,0.0,4,0.73,7,232332,-2.959,0.847,1,Nogizaka46,Route 246,59,0
0.858,0.0943,92.523,0.0326,0.0551,0.665,3,0.571,2,191267,-7.066,0.716,1,DEVO,Uncontrollable Urge,54,0
0.697,0.124,110.558,0.0454,0.0148,0.0119,4,0.679,4,247011,-5.369,0.776,0,The Rolling Stones,Living In A Ghost Town,68,0
0.529,0.0947,136.063,0.0345,0.264,0.000804,4,0.355,6,314118,-8.117,0.158,0,Kemuel,O Teu Amor - Ao Vivo,57,0
0.554,0.123,139.554,0.0283,0.00557,3.06e-06,4,0.419,1,337897,-8.09,0.136,1,Isaias Saad,Inexplicável Amor - Ao Vivo,60,0
0.275,0.101,153.769,0.0292,0.494,0.00377,3,0.506,7,298880,-8.464,0.0639,0,Hozier,Shrike,63,0
0.478,0.365,115.007,0.111,0.177,0.0,4,0.842,2,157565,-10.97,0.516,1,Greg BBX,Fica Tranquila,30,0
0.772,0.368,100.008,0.194,0.284,2.38e-06,4,0.844,7,147395,-4.621,0.336,1,Sohail Sen,"Shaitan Ka Saala (From ""Housefull 4"")",59,0
0.903,0.174,135.938,0.0371,0.00963,7.06e-05,4,0.639,11,246173,-5.013,0.96,0,Modest Mouse,Dashboard,62,0
0.712,0.965,93.798,0.0476,0.657,0.0,4,0.547,2,223086,-7.91,0.856,1,Tiee,Inoperante - Ao Vivo,60,0
0.538,0.111,145.959,0.0462,0.374,0.0,4,0.676,11,265753,-7.089,0.549,0,Malibu,Cigana,67,0
0.645,0.0665,189.942,0.263,0.111,0.00157,4,0.695,0,186947,-5.937,0.612,0,DJ Spinall,Tonight,49,0
0.75,0.95,75.935,0.0456,0.737,0.0,4,0.505,11,214502,-6.347,0.745,1,Vitinho,Sem Perceber - Ao Vivo,65,0
0.667,0.18,132.028,0.0328,0.0208,0.0,4,0.728,11,199040,-5.281,0.772,1,Maskavo,Um Anjo do Céu,0,0
0.979,0.338,205.39,0.113,0.617,0.409,4,0.13,2,277533,-3.903,0.368,1,Dead Kennedys,Holiday in Cambodia,48,0
0.964,0.35,130.09,0.0811,0.359,0.0,4,0.73,3,190154,-2.153,0.904,0,Aretuza Lovi,I Love You Corote,47,0
0.715,0.112,137.012,0.0422,0.559,0.0,4,0.716,1,177692,-4.775,0.632,1,Felipe Araújo,Reincidente,68,0
0.752,0.409,98.02,0.0467,0.083,0.00263,4,0.564,4,194805,-6.622,0.32,0,Layla Kardan,Goddess - Hamid Shekari Remix,25,0
0.536,0.0996,96.029,0.0599,0.267,3.89e-05,4,0.85,1,210607,-5.161,0.505,1,Bad Bunny,Ignorantes,81,0
0.398,0.302,130.109,0.0321,0.62,0.0684,4,0.54,9,196200,-11.075,0.142,1,Ciaran Lavery,October,40,0
0.0837,0.0945,138.689,0.042,0.985,0.761,3,0.34,3,414240,-12.072,0.119,1,Wayne Shorter,Infant Eyes - Remastered1998/Rudy Van Gelder Edition,53,0
0.243,0.102,130.797,0.0317,0.773,0.0,4,0.45,6,220060,-16.042,0.352,0,Fenne Lily,"More Than You Know - Recorded at Metropolis Studios, London",49,0
0.382,0.114,120.223,0.0459,0.823,0.0043,4,0.85,4,215648,-7.806,0.836,0,Bryan Behr,Eu Te Amo - Voz E Violão,42,0
0.778,0.085,96.959,0.0981,0.463,0.0,4,0.779,10,235067,-6.816,0.516,0,Soolking,Ça fait des années,54,0
0.656,0.177,170.108,0.132,0.0582,5.28e-05,4,0.686,6,172191,-5.566,0.466,0,Fireboy DML,ELI,52,0
0.76,0.169,101.964,0.0438,0.175,6.25e-05,4,0.785,6,128067,-4.168,0.498,0,Luísa Sonza,Garupa,53,0
0.432,0.0769,83.989,0.0441,0.763,0.011,4,0.684,4,339696,-11.355,0.59,0,Sheryl Crow,"Lonely Town, Lonely Street",39,0
0.828,0.0347,120.014,0.0428,0.0513,0.0652,4,0.714,1,206617,-4.68,0.318,0,SUNMI,pporappippam 보라빛 밤,77,0
0.807,0.13,74.361,0.205,0.39,0.0,4,0.607,2,157532,-4.294,0.76,1,Salgadinho,Sorte de Aprendiz,53,0
0.688,0.6,89.97,0.0447,0.0227,0.613,4,0.522,1,245917,-7.618,0.538,1,Fresno,Cada Acidente,48,0
0.859,0.342,124.017,0.216,0.0226,0.000251,4,0.773,1,152932,-4.516,0.432,1,Pabllo Vittar,Flash Pose,57,0
0.856,0.275,150.031,0.318,0.319,0.0,4,0.856,8,148875,-5.29,0.83,1,Dennis DJ,É o Mundo,66,0
0.48,0.103,94.016,0.0704,0.352,0.0,4,0.719,0,232347,-7.736,0.412,1,ML 21,VAI,31,0
0.663,0.251,154.978,0.182,0.0932,3.04e-06,4,0.859,1,164308,-4.247,0.622,0,El Alfa,Un Dia Si,69,0
0.284,0.113,147.874,0.0326,0.845,0.000234,4,0.642,1,310000,-15.317,0.439,1,Damien Rice,Cannonball,62,0
0.484,0.189,89.954,0.203,0.813,0.0,4,0.796,8,138667,-9.025,0.56,0,TK,Tapa Com Jeito,34,0
0.584,0.0809,133.096,0.0339,0.0391,0.0,5,0.339,3,231285,-7.423,0.324,1,Luan Santana,ASAS,76,0
0.26,0.0898,153.947,0.0305,0.846,0.0,3,0.259,5,374097,-12.373,0.103,1,Ministério Mergulhar,Eu Me Rendo (I Surrender) - Acústico,58,0
0.0421,0.0777,102.074,0.0347,0.913,0.173,4,0.493,2,447560,-18.071,0.172,1,Sonny Rollins,God Bless the Child,51,0
0.57,0.101,110.021,0.209,0.126,0.0,4,0.751,11,182182,-7.017,0.705,0,Orochi,Mitsubishi,65,0
0.495,0.0941,77.083,0.143,0.333,0.0,4,0.632,7,213933,-8.335,0.233,1,Summer Walker,My Affection (with PARTYNEXTDOOR),74,0
0.671,0.454,129.96,0.146,0.19,0.0,4,0.825,0,228864,-5.461,0.687,1,Kant,Bandido da Luz Vermelha,59,0
0.612,0.325,127.989,0.0551,0.0222,2.02e-05,4,0.883,10,234363,-5.811,0.771,0,Black Eyed Peas,VIDA LOCA,56,0
0.717,0.102,110.021,0.0621,0.508,0.0,4,0.717,6,177565,-5.03,0.628,1,Luíza & Maurílio,Pode Sumir,72,0
0.94,0.29,137.909,0.158,0.0312,0.0,4,0.704,4,204293,-2.233,0.311,0,DREAMCATCHER,Scream,67,0
0.794,0.058,145.102,0.073,0.138,5.91e-06,4,0.772,11,205013,-2.908,0.759,0,(G)I-DLE,i'M THE TREND,67,0
0.943,0.965,124.984,0.0456,0.0486,0.0,4,0.741,1,180736,-1.401,0.725,1,Diego & Arnaldo,Relógio Parado (Ao Vivo),74,0
0.75,0.337,114.104,0.113,0.54,8.25e-06,4,0.582,7,156893,-11.206,0.686,1,Sonny Boy Williamson II,Don't Start Me To Talkin',40,0
0.55,0.115,78.176,0.0255,0.408,3.97e-05,4,0.585,11,218280,-7.342,0.839,1,Tyler Childers,All Your'n,70,0
0.676,0.136,104.545,0.0371,0.000423,0.000899,4,0.278,9,237027,-8.821,0.494,1,Franz Ferdinand,Take Me Out,73,0
0.612,0.123,173.807,0.106,0.396,0.0,4,0.621,8,226207,-5.34,0.479,0,IZA,Let Me Be The One,65,0
0.452,0.14,166.973,0.0347,0.991,0.864,4,0.358,1,193867,-13.02,0.525,1,Art Tatum,Tea for Two,49,0
0.618,0.12,131.981,0.0576,0.469,0.0,4,0.854,6,149000,-5.927,0.836,1,CHUNG HA,My Friend,64,0
0.238,0.131,100.916,0.0305,0.443,0.000236,4,0.419,5,154112,-12.946,0.232,1,Lenine,Leve e Suave,56,0
0.55,0.59,78.902,0.0575,0.53,0.0,4,0.189,7,535931,-8.543,0.0951,1,Kemuel,Me Lembro (feat. Gabriela Rocha) - Ao Vivo,58,0
0.159,0.212,59.385,0.0336,0.946,0.0127,4,0.505,7,295200,-11.235,0.196,0,Stanley Turrentine,Journey Into Melody - 2007 Digital Remaster/Rudy Van Gelder Edition,52,0
0.714,0.983,147.57,0.0614,0.452,0.0,4,0.556,11,232279,-5.973,0.696,0,Péricles,Supera - Ao Vivo,64,0
0.701,0.251,97.022,0.0711,0.458,0.00523,4,0.751,6,224761,-7.156,0.64,0,Kiff No Beat,La go,48,0
0.992,0.178,129.95,0.17,0.000578,4.99e-05,4,0.364,11,184769,-2.415,0.319,0,Attila,Cancelled,54,0
0.655,0.331,121.981,0.112,0.0369,0.0,4,0.821,2,179000,-5.651,0.678,0,Podrão,Última Vez,25,0
0.541,0.107,159.782,0.216,0.223,0.0,4,0.701,5,170281,-8.389,0.354,0,Ish Akanour,Change Lives,28,0
0.847,0.322,160.035,0.0463,0.247,0.00754,4,0.704,5,199922,-5.867,0.713,0,Bárbara Labres,Quer Saber Por Quê? (Versão Light),49,0
0.836,0.29,74.903,0.0574,0.00301,1.32e-05,4,0.501,10,183200,-4.167,0.154,0,Riz Ahmed,Toba Tek Singh,42,0
0.781,0.467,121.896,0.0279,0.161,0.0,4,0.663,0,208982,-4.28,0.734,1,Vitor Kley,A Tal Canção Pra Lua (Microfonado),50,0
0.343,0.125,88.144,0.0428,0.735,0.0,4,0.582,5,424640,-8.004,0.462,0,Cannonball Adderley,Love For Sale - Remastered,47,0
0.292,0.109,121.918,0.0282,0.867,7.4e-06,4,0.583,6,217943,-9.712,0.359,0,The War and Treaty,Hustlin',43,0
